1.0E-8
   8092                                   1,0001 
   8093                                   1,0001 
   8094                                   1,0001 
   8095                                   1,0001 
   8096                                   1,0001 
   8097                                   1,0001 
   8098                                   1,0001 
   8099                                   1,0001 
   8100                                   1,0001 
   8101                                   1,0001 
   8102                                   1,0001 
   8103                                   1,0001 
   8104                                   1,0001 
   8105                                   1,0001 
   8106                                   1,0001 
   8107                                   1,0001 
   8108                                   1,0001 
   8109                                   1,0001 
   8110                                   1,0001 
   8111                                   1,0001 
   8112                                   1,0001 
   8113                                   1,0001 
   8114                                   1,0001 
   8115                                   1,0001 
   8116                                   1,0001 
   8117                                   1,0001 
   8118                                   1,0001 
   8119                                   1,0001 
   8120                                   1,0001 
   8121                                   1,0001 
   8122                                   1,0001 
   8123                                   1,0001 
   8124                                   1,0001 
   8125                                   1,0001 
   8126                                   1,0001 
   8127                                   1,0001 
   8128                                   1,0001 
   8129                                   1,0001 
   8130                                   1,0001 
   8131                                   1,0001 
   8132                                   1,0001 
   8133                                   1,0001 
   8134                                   1,0001 
   8135                                   1,0001 
   8136                                   1,0001 
   8137                                   1,0001 
   8138                                   1,0001 
   8139                                   1,0001 
   8140                                   1,0001 
   8141                                   1,0001 
   8142                                   1,0001 
   8143                                   1,0001 
   8144                                   1,0001 
   8145                                   1,0001 
   8146                                   1,0001 
   8147                                   1,0001 
   8148                                   1,0001 
   8149                                   1,0001 
   8150                                   1,0001 
   8151                                   1,0001 
   8152                                   1,0001 
   8153                                   1,0001 
   8154                                   1,0001 
   8155                                   1,0001 
   8156                                   1,0001 
   8157                                   1,0001 
   8158                                   1,0001 
   8159                                   1,0001 
   8160                                   1,0001 
   8161                                   1,0001 
   8162                                   1,0001 
   8163                                   1,0001 
   8164                                   1,0001 
   8165                                   1,0001 
   8166                                   1,0001 
   8167                                   1,0001 
   8168                                   1,0001 
   8169                                   1,0001 
   8170                                   1,0001 
   8171                                   1,0001 
   8172                                   1,0001 
   8173                                   1,0001 
   8174                                   1,0001 
   8175                                   1,0001 
   8176                                   1,0001 
   8177                                   1,0001 
   8178                                   1,0001 
   8179                                   1,0001 
   8180                                   1,0001 
   8181                                   1,0001 
   8182                                   1,0001 
   8183                                   1,0001 
   8184                                   1,0001 
   8185                                   1,0001 
   8186                                   1,0001 
   8187                                   1,0001 
   8188                                   1,0001 
   8189                                   1,0001 
   8190                                   1,0001 
   8191                                   1,0001 
   8192                                   1,0001 
